EVA2_5_IN_HAVING

MySQL Shell 8.0.38

Copyright (c) 2016, 2024, Oracle and/or its affiliates.
Oracle is a registered trademark of Oracle Corporation and/or its affiliates.
Other names may be trademarks of their respective owners.

Type '\help' or '\?' for help; '\quit' to exit.
 MySQL  JS > \sql
Switching to SQL mode... Commands end with ;
 MySQL  SQL > \connect --mc root@localhost
Creating a Classic session to 'root@localhost'
Fetching global names for auto-completion... Press ^C to stop.
Your MySQL connection id is 8
Server version: 8.0.39 MySQL Community Server - GPL
No default schema selected; type \use <schema> to set one.
 MySQL  localhost:3306 ssl  SQL > use sakila
Default schema set to `sakila`.
Fetching global names, object names from `sakila` for auto-completion... Press ^C to stop.
 MySQL  localhost:3306 ssl  sakila  SQL > use sakila;
Default schema set to `sakila`.
Fetching global names, object names from `sakila` for auto-completion... Press ^C to stop.
 MySQL  localhost:3306 ssl  sakila  SQL > select count(*) from payment;
+----------+
| count(*) |
+----------+
|    16044 |
+----------+
1 row in set (0.0314 sec)
 MySQL  localhost:3306 ssl  sakila  SQL > desc payment;
+--------------+-------------------+------+-----+-------------------+-----------------------------------------------+
| Field        | Type              | Null | Key | Default           | Extra                                         |
+--------------+-------------------+------+-----+-------------------+-----------------------------------------------+
| payment_id   | smallint unsigned | NO   | PRI | NULL              | auto_increment                                |
| customer_id  | smallint unsigned | NO   | MUL | NULL              |                                               |
| staff_id     | tinyint unsigned  | NO   | MUL | NULL              |                                               |
| rental_id    | int               | YES  | MUL | NULL              |                                               |
| amount       | decimal(5,2)      | NO   |     | NULL              |                                               |
| payment_date | datetime          | NO   |     | NULL              |                                               |
| last_update  | timestamp         | YES  |     | CURRENT_TIMESTAMP | DEFAULT_GENERATED on update CURRENT_TIMESTAMP |
+--------------+-------------------+------+-----+-------------------+-----------------------------------------------+
7 rows in set (0.0042 sec)
 MySQL  localhost:3306 ssl  sakila  SQL > select sum(amount) as total, customer_id
                                       -> from payment
                                       -> group by customer_id;
+--------+-------------+
| total  | customer_id |
| 117.72 |         126 |
| 107.76 |         127 |
| 127.68 |         128 |
| 124.66 |         129 |
|  93.76 |         130 |
| 128.70 |         131 |
|  95.72 |         132 |
|  98.73 |         133 |
|  94.77 |         134 |
| 110.70 |         135 |
|  62.85 |         136 |
| 194.61 |         137 |
| 110.66 |         138 |
| 113.73 |         139 |
|  83.82 |         140 |
| 130.68 |         141 |
|  94.74 |         142 |
|  89.78 |         143 |
| 195.58 |         144 |
| 108.72 |         145 |
| 139.71 |         146 |
| 127.66 |         147 |
| 216.54 |         148 |
| 121.74 |         149 |
| 105.75 |         150 |
|  92.73 |         151 |
|  83.79 |         152 |
|  94.76 |         153 |
| 130.70 |         154 |
| 109.75 |         155 |
| 101.75 |         156 |
| 113.69 |         157 |
| 126.68 |         158 |
|  68.79 |         159 |
| 106.73 |         160 |
| 112.70 |         161 |
|  71.80 |         162 |
| 122.71 |         163 |
|  66.84 |         164 |
|  86.79 |         165 |
| 123.72 |         166 |
| 119.68 |         167 |
| 135.66 |         168 |
|  95.78 |         169 |
| 119.74 |         170 |
| 114.74 |         171 |
| 145.67 |         172 |
| 119.71 |         173 |
|  92.79 |         174 |
|  98.76 |         175 |
| 173.63 |         176 |
|  71.77 |         177 |
| 194.61 |         178 |
| 133.71 |         179 |
|  98.77 |         180 |
| 174.66 |         181 |
|  97.74 |         182 |
|  76.77 |         183 |
|  90.77 |         184 |
|  84.77 |         185 |
| 114.69 |         186 |
| 159.72 |         187 |
|  92.75 |         188 |
|  93.78 |         189 |
| 110.73 |         190 |
|  74.80 |         191 |
|  99.77 |         192 |
| 109.75 |         193 |
|  87.82 |         194 |
|  86.81 |         195 |
| 151.65 |         196 |
| 154.60 |         197 |
| 141.63 |         198 |
| 103.75 |         199 |
| 136.73 |         200 |
| 108.75 |         201 |
| 103.74 |         202 |
|  88.80 |         203 |
| 147.65 |         204 |
|  80.82 |         205 |
| 126.73 |         206 |
| 137.66 |         207 |
|  91.74 |         208 |
| 161.68 |         209 |
| 137.69 |         210 |
| 151.66 |         211 |
|  91.80 |         212 |
| 111.72 |         213 |
| 116.69 |         214 |
|  91.74 |         215 |
|  95.77 |         216 |
|  98.77 |         217 |
|  67.82 |         218 |
| 101.74 |         219 |
| 114.73 |         220 |
| 132.72 |         221 |
|  91.79 |         222 |
|  80.83 |         223 |
|  76.78 |         224 |
| 120.74 |         225 |
|  87.79 |         226 |
|  87.76 |         227 |
|  92.73 |         228 |
|  93.75 |         229 |
| 124.67 |         230 |
| 110.74 |         231 |
|  95.75 |         232 |
|  89.77 |         233 |
| 111.74 |         234 |
|  93.75 |         235 |
| 175.58 |         236 |
| 144.67 |         237 |
|  94.79 |         238 |
| 142.66 |         239 |
| 117.74 |         240 |
| 122.66 |         241 |
| 140.68 |         242 |
|  82.76 |         243 |
| 129.68 |         244 |
| 132.68 |         245 |
| 107.77 |         246 |
| 104.78 |         247 |
|  50.85 |         248 |
| 107.77 |         249 |
|  73.80 |         250 |
| 120.69 |         251 |
|  64.78 |         252 |
| 127.71 |         253 |
| 116.68 |         254 |
|  70.82 |         255 |
| 112.70 |         256 |
| 151.63 |         257 |
| 110.76 |         258 |
| 168.68 |         259 |
| 122.69 |         260 |
| 107.74 |         261 |
| 119.72 |         262 |
| 122.71 |         263 |
|  98.75 |         264 |
| 133.71 |         265 |
| 118.72 |         266 |
| 159.64 |         267 |
| 123.71 |         268 |
| 129.70 |         269 |
| 104.75 |         270 |
|  68.82 |         271 |
|  98.80 |         272 |
| 157.65 |         273 |
| 152.65 |         274 |
| 108.70 |         275 |
| 122.72 |         276 |
| 144.68 |         277 |
|  88.74 |         278 |
| 135.69 |         279 |
| 118.73 |         280 |
|  50.86 |         281 |
| 103.73 |         282 |
|  86.72 |         283 |
| 126.72 |         284 |
| 135.74 |         285 |
| 117.73 |         286 |
| 115.71 |         287 |
|  80.76 |         288 |
| 142.70 |         289 |
| 109.72 |         290 |
|  95.77 |         291 |
| 118.73 |         292 |
| 158.69 |         293 |
| 113.74 |         294 |
| 162.62 |         295 |
| 129.70 |         296 |
| 128.67 |         297 |
| 101.74 |         298 |
| 131.70 |         299 |
| 137.69 |         300 |
|  92.79 |         301 |
| 127.71 |         302 |
| 100.74 |         303 |
| 115.74 |         304 |
| 109.75 |         305 |
| 138.68 |         306 |
| 134.70 |         307 |
| 105.75 |         308 |
| 147.69 |         309 |
|  97.80 |         310 |
| 120.77 |         311 |
| 104.74 |         312 |
|  89.77 |         313 |
| 131.67 |         314 |
|  84.83 |         315 |
| 132.71 |         316 |
| 114.72 |         317 |
|  52.88 |         318 |
| 132.70 |         319 |
|  71.80 |         320 |
| 116.78 |         321 |
| 128.72 |         322 |
| 114.69 |         323 |
| 103.75 |         324 |
|  91.78 |         325 |
|  96.75 |         326 |
| 112.74 |         327 |
|  90.77 |         328 |
| 127.68 |         329 |
|  94.75 |         330 |
| 122.73 |         331 |
| 118.72 |         332 |
| 109.73 |         333 |
| 135.70 |         334 |
|  78.77 |         335 |
| 119.70 |         336 |
| 143.71 |         337 |
| 114.72 |         338 |
| 127.70 |         339 |
| 119.69 |         340 |
| 106.77 |         341 |
| 130.68 |         342 |
| 114.75 |         343 |
|  73.82 |         344 |
| 106.77 |         345 |
| 155.68 |         346 |
| 142.70 |         347 |
| 146.64 |         348 |
| 138.71 |         349 |
|  73.77 |         350 |
|  89.76 |         351 |
|  99.77 |         352 |
|  72.82 |         353 |
| 129.64 |         354 |
|  72.80 |         355 |
| 121.70 |         356 |
|  89.74 |         357 |
|  80.79 |         358 |
| 101.75 |         359 |
| 150.66 |         360 |
| 100.69 |         361 |
| 145.68 |         362 |
| 143.71 |         363 |
|  95.77 |         364 |
| 103.77 |         365 |
| 152.63 |         366 |
| 101.78 |         367 |
| 157.65 |         368 |
|  88.75 |         369 |
|  70.81 |         370 |
| 149.65 |         371 |
| 158.66 |         372 |
| 161.65 |         373 |
| 103.72 |         374 |
| 110.76 |         375 |
| 110.72 |         376 |
|  93.74 |         377 |
|  71.81 |         378 |
| 106.77 |         379 |
| 136.64 |         380 |
| 106.65 |         381 |
|  91.76 |         382 |
| 103.73 |         383 |
|  89.75 |         384 |
| 101.74 |         385 |
| 117.71 |         386 |
| 101.74 |         387 |
| 124.70 |         388 |
| 124.74 |         389 |
| 152.67 |         390 |
| 104.70 |         391 |
|  91.77 |         392 |
| 121.69 |         393 |
|  84.78 |         394 |
|  57.81 |         395 |
| 111.73 |         396 |
| 105.71 |         397 |
|  78.84 |         398 |
|  91.79 |         399 |
| 124.72 |         400 |
|  73.79 |         401 |
|  79.80 |         402 |
| 166.65 |         403 |
| 139.70 |         404 |
| 109.68 |         405 |
| 122.68 |         406 |
| 112.73 |         407 |
| 116.70 |         408 |
| 104.77 |         409 |
| 167.62 |         410 |
|  80.74 |         411 |
|  85.79 |         412 |
|  75.79 |         413 |
| 105.75 |         414 |
|  93.77 |         415 |
| 121.69 |         416 |
| 110.75 |         417 |
| 107.70 |         418 |
|  89.75 |         419 |
|  79.79 |         420 |
| 119.73 |         421 |
|  97.74 |         422 |
| 120.74 |         423 |
| 110.70 |         424 |
| 104.74 |         425 |
| 126.73 |         426 |
| 114.76 |         427 |
|  78.80 |         428 |
| 105.79 |         429 |
|  79.78 |         430 |
|  95.77 |         431 |
| 116.77 |         432 |
| 133.75 |         433 |
| 128.73 |         434 |
|  91.75 |         435 |
| 144.70 |         436 |
|  99.77 |         437 |
| 134.67 |         438 |
| 151.64 |         439 |
|  88.78 |         440 |
| 112.72 |         441 |
| 118.68 |         442 |
|  98.78 |         443 |
| 115.70 |         444 |
| 102.74 |         445 |
| 116.69 |         446 |
| 113.71 |         447 |
| 135.71 |         448 |
|  99.80 |         449 |
|  89.74 |         450 |
| 128.67 |         451 |
| 107.68 |         452 |
| 111.77 |         453 |
| 151.67 |         454 |
|  87.76 |         455 |
| 100.75 |         456 |
| 114.72 |         457 |
|  66.81 |         458 |
| 186.62 |         459 |
| 109.75 |         460 |
|  97.72 |         461 |
| 159.67 |         462 |
|  91.75 |         463 |
|  73.84 |         464 |
|  69.83 |         465 |
| 104.77 |         466 |
| 139.71 |         467 |
| 175.61 |         468 |
| 177.60 |         469 |
| 160.68 |         470 |
| 109.73 |         471 |
| 141.70 |         472 |
| 134.66 |         473 |
| 100.74 |         474 |
| 103.76 |         475 |
|  95.78 |         476 |
| 109.78 |         477 |
|  86.81 |         478 |
| 146.69 |         479 |
| 101.78 |         480 |
| 115.71 |         481 |
| 138.71 |         482 |
|  88.82 |         483 |
| 139.70 |         484 |
| 115.71 |         485 |
| 113.74 |         486 |
| 119.74 |         487 |
|  95.78 |         488 |
|  99.79 |         489 |
| 117.76 |         490 |
| 124.73 |         491 |
|  65.84 |         492 |
| 112.77 |         493 |
| 140.69 |         494 |
| 120.74 |         495 |
|  88.79 |         496 |
| 129.72 |         497 |
|  97.73 |         498 |
| 123.70 |         499 |
| 115.72 |         500 |
|  89.79 |         501 |
| 138.66 |         502 |
| 115.68 |         503 |
| 133.72 |         504 |
|  97.79 |         505 |
| 152.65 |         506 |
|  95.75 |         507 |
| 127.75 |         508 |
| 100.80 |         509 |
| 122.74 |         510 |
|  99.76 |         511 |
| 115.74 |         512 |
| 148.69 |         513 |
|  74.78 |         514 |
| 126.72 |         515 |
|  98.74 |         516 |
| 105.75 |         517 |
| 111.74 |         518 |
| 103.77 |         519 |
| 134.68 |         520 |
|  80.77 |         521 |
| 167.67 |         522 |
|  93.78 |         523 |
|  87.81 |         524 |
|  74.81 |         525 |
| 221.55 |         526 |
|  81.76 |         527 |
| 111.75 |         528 |
| 118.71 |         529 |
|  76.77 |         530 |
| 118.75 |         531 |
| 152.68 |         532 |
| 141.67 |         533 |
|  88.76 |         534 |
| 135.68 |         535 |
| 117.75 |         536 |
| 103.75 |         537 |
| 117.71 |         538 |
|  90.78 |         539 |
| 112.76 |         540 |
| 108.76 |         541 |
|  94.82 |         542 |
|  82.78 |         543 |
|  98.78 |         544 |
|  89.79 |         545 |
| 103.75 |         546 |
|  99.77 |         547 |
|  79.81 |         548 |
|  77.80 |         549 |
| 159.68 |         550 |
|  96.74 |         551 |
|  90.79 |         552 |
| 107.76 |         553 |
| 101.78 |         554 |
|  74.83 |         555 |
|  83.79 |         556 |
|  73.76 |         557 |
| 135.72 |         558 |
| 110.72 |         559 |
| 132.70 |         560 |
|  96.73 |         561 |
| 109.75 |         562 |
| 110.71 |         563 |
|  91.76 |         564 |
| 126.71 |         565 |
| 141.66 |         566 |
|  85.80 |         567 |
|  66.79 |         568 |
| 134.68 |         569 |
|  99.74 |         570 |
| 121.76 |         571 |
| 108.75 |         572 |
| 120.71 |         573 |
| 109.72 |         574 |
| 126.71 |         575 |
| 139.66 |         576 |
| 117.73 |         577 |
|  96.78 |         578 |
| 111.73 |         579 |
|  99.73 |         580 |
| 107.73 |         581 |
| 113.75 |         582 |
| 117.77 |         583 |
| 129.70 |         584 |
| 117.76 |         585 |
|  64.81 |         586 |
| 108.74 |         587 |
| 115.71 |         588 |
| 129.72 |         589 |
| 112.75 |         590 |
| 134.73 |         591 |
| 111.71 |         592 |
| 113.74 |         593 |
| 130.73 |         594 |
| 117.70 |         595 |
|  96.72 |         596 |
|  99.75 |         597 |
|  83.78 |         598 |
|  83.81 |         599 |
+--------+-------------+
599 rows in set (0.0364 sec)
 MySQL  localhost:3306 ssl  sakila  SQL > select sum(amount) as total, customer_id from payment group by customer_id limit 1;
+--------+-------------+
| total  | customer_id |
+--------+-------------+
| 118.68 |           1 |
+--------+-------------+
1 row in set (0.0011 sec)
 MySQL  localhost:3306 ssl  sakila  SQL > select sum(amount) as total, customer_id from payment group by total limit 1;
ERROR: 1056 (42000): Can't group on 'total'
 MySQL  localhost:3306 ssl  sakila  SQL > select sum(amount) as total, customer_id from payment group by amount limit 1;

ERROR: 1055 (42000): Expression #2 of SELECT list is not in GROUP BY clause and contains nonaggregated column 'sakila.payment.customer_id' which is not functionally dependent on columns in GROUP BY clause; this is incompatible with sql_mode=only_full_group_by
 MySQL  localhost:3306 ssl  sakila  SQL > select sum(amount) as total, customer_id from payment group by total limit 1;
ERROR: 1056 (42000): Can't group on 'total'
 MySQL  localhost:3306 ssl  sakila  SQL > select sum(amount) as total, customer_id from payment group by total desc limit 1;
ERROR: 1064 (42000): You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'desc limit 1' at line 1
 MySQL  localhost:3306 ssl  sakila  SQL > select sum(amount) as total, customer_id from payment group by customer_id  order by total desc limit 1;
+--------+-------------+
| total  | customer_id |
+--------+-------------+
| 221.55 |         526 |
+--------+-------------+
1 row in set (0.0192 sec)
 MySQL  localhost:3306 ssl  sakila  SQL > select sum(amount) as total, customer_id from payment group by customer_id  order by total asc limit 1;
+-------+-------------+
| total | customer_id |
+-------+-------------+
| 50.85 |         248 |
+-------+-------------+
1 row in set (0.0192 sec)
 MySQL  localhost:3306 ssl  sakila  SQL >
 MySQL  localhost:3306 ssl  sakila  SQL > select * from customer where customer_id = 248;
+-------------+----------+------------+-----------+------------------------------------+------------+--------+---------------------+---------------------+
| customer_id | store_id | first_name | last_name | email                              | address_id | active | create_date         | last_update         |
+-------------+----------+------------+-----------+------------------------------------+------------+--------+---------------------+---------------------+
|         248 |        1 | CAROLINE   | BOWMAN    | CAROLINE.BOWMAN@sakilacustomer.org |        252 |      1 | 2006-02-14 22:04:36 | 2006-02-15 04:57:20 |
+-------------+----------+------------+-----------+------------------------------------+------------+--------+---------------------+---------------------+
1 row in set (0.0189 sec)
 MySQL  localhost:3306 ssl  sakila  SQL > select * from customer where customer_id = 526;
+-------------+----------+------------+-----------+------------------------------+------------+--------+---------------------+---------------------+
| customer_id | store_id | first_name | last_name | email                        | address_id | active | create_date         | last_update         |
+-------------+----------+------------+-----------+------------------------------+------------+--------+---------------------+---------------------+
|         526 |        2 | KARL       | SEAL      | KARL.SEAL@sakilacustomer.org |        532 |      1 | 2006-02-14 22:04:37 | 2006-02-15 04:57:20 |
+-------------+----------+------------+-----------+------------------------------+------------+--------+---------------------+---------------------+
1 row in set (0.0024 sec)
 MySQL  localhost:3306 ssl  sakila  SQL > select customer_id from customer;
+-------------+
| customer_id |
+-------------+
|           1 |
|           2 |
|           3 |
|           5 |
|           7 |
|          10 |
|          12 |
|          15 |
|          17 |
|          19 |
|          21 |
|          22 |
|          25 |
|          28 |
|          30 |
|          32 |
|          37 |
|          38 |
|          39 |
|          41 |
|          44 |
|          45 |
|          47 |
|          48 |
|          50 |
|          51 |
|          52 |
|          53 |
|          54 |
|          56 |
|          58 |
|          59 |
|          60 |
|          62 |
|          63 |
|          67 |
|          68 |
|          71 |
|          74 |
|          78 |
|          79 |
|          80 |
|          81 |
|          82 |
|          83 |
|          87 |
|          89 |
|          93 |
|          94 |
|          96 |
|          98 |
|         100 |
|         101 |
|         102 |
|         103 |
|         104 |
|         105 |
|         106 |
|         107 |
|         108 |
|         111 |
|         115 |
|         116 |
|         117 |
|         118 |
|         119 |
|         121 |
|         122 |
|         124 |
|         125 |
|         126 |
|         128 |
|         129 |
|         130 |
|         133 |
|         134 |
|         138 |
|         139 |
|         140 |
|         141 |
|         142 |
|         143 |
|         144 |
|         145 |
|         146 |
|         148 |
|         149 |
|         152 |
|         155 |
|         156 |
|         158 |
|         159 |
|         161 |
|         163 |
|         166 |
|         168 |
|         170 |
|         172 |
|         173 |
|         175 |
|         176 |
|         179 |
|         182 |
|         184 |
|         185 |
|         188 |
|         189 |
|         191 |
|         192 |
|         195 |
|         196 |
|         201 |
|         203 |
|         204 |
|         206 |
|         207 |
|         208 |
|         211 |
|         213 |
|         214 |
|         216 |
|         218 |
|         221 |
|         223 |
|         225 |
|         227 |
|         229 |
|         231 |
|         234 |
|         235 |
|         236 |
|         237 |
|         238 |
|         240 |
|         242 |
|         243 |
|         245 |
|         246 |
|         247 |
|         248 |
|         253 |
|         258 |
|         260 |
|         261 |
|         263 |
|         264 |
|         267 |
|         268 |
|         269 |
|         270 |
|         271 |
|         272 |
|         274 |
|         276 |
|         283 |
|         284 |
|         285 |
|         286 |
|         288 |
|         289 |
|         290 |
|         291 |
|         295 |
|         297 |
|         298 |
|         300 |
|         302 |
|         305 |
|         306 |
|         308 |
|         309 |
|         314 |
|         316 |
|         318 |
|         321 |
|         322 |
|         325 |
|         326 |
|         330 |
|         331 |
|         332 |
|         335 |
|         336 |
|         337 |
|         338 |
|         340 |
|         341 |
|         342 |
|         343 |
|         344 |
|         345 |
|         346 |
|         350 |
|         351 |
|         352 |
|         353 |
|         357 |
|         362 |
|         364 |
|         366 |
|         367 |
|         368 |
|         371 |
|         373 |
|         376 |
|         377 |
|         378 |
|         379 |
|         380 |
|         383 |
|         385 |
|         386 |
|         389 |
|         390 |
|         391 |
|         393 |
|         396 |
|         397 |
|         398 |
|         399 |
|         402 |
|         403 |
|         405 |
|         406 |
|         407 |
|         408 |
|         411 |
|         414 |
|         415 |
|         417 |
|         419 |
|         420 |
|         421 |
|         422 |
|         426 |
|         430 |
|         432 |
|         433 |
|         434 |
|         436 |
|         438 |
|         440 |
|         441 |
|         442 |
|         445 |
|         447 |
|         448 |
|         450 |
|         451 |
|         452 |
|         453 |
|         458 |
|         459 |
|         460 |
|         461 |
|         464 |
|         465 |
|         466 |
|         468 |
|         470 |
|         471 |
|         472 |
|         476 |
|         477 |
|         478 |
|         479 |
|         480 |
|         481 |
|         482 |
|         484 |
|         485 |
|         486 |
|         489 |
|         490 |
|         493 |
|         498 |
|         500 |
|         501 |
|         502 |
|         503 |
|         504 |
|         505 |
|         509 |
|         511 |
|         512 |
|         515 |
|         518 |
|         523 |
|         524 |
|         527 |
|         528 |
|         533 |
|         534 |
|         535 |
|         539 |
|         540 |
|         543 |
|         546 |
|         547 |
|         548 |
|         549 |
|         553 |
|         554 |
|         555 |
|         557 |
|         558 |
|         560 |
|         562 |
|         566 |
|         572 |
|         573 |
|         580 |
|         581 |
|         583 |
|         585 |
|         586 |
|         587 |
|         588 |
|         589 |
|         591 |
|         592 |
|         594 |
|         595 |
|         596 |
|         597 |
|         598 |
|           4 |
|           6 |
|           8 |
|           9 |
|          11 |
|          13 |
|          14 |
|          16 |
|          18 |
|          20 |
|          23 |
|          24 |
|          26 |
|          27 |
|          29 |
|          31 |
|          33 |
|          34 |
|          35 |
|          36 |
|          40 |
|          42 |
|          43 |
|          46 |
|          49 |
|          55 |
|          57 |
|          61 |
|          64 |
|          65 |
|          66 |
|          69 |
|          70 |
|          72 |
|          73 |
|          75 |
|          76 |
|          77 |
|          84 |
|          85 |
|          86 |
|          88 |
|          90 |
|          91 |
|          92 |
|          95 |
|          97 |
|          99 |
|         109 |
|         110 |
|         112 |
|         113 |
|         114 |
|         120 |
|         123 |
|         127 |
|         131 |
|         132 |
|         135 |
|         136 |
|         137 |
|         147 |
|         150 |
|         151 |
|         153 |
|         154 |
|         157 |
|         160 |
|         162 |
|         164 |
|         165 |
|         167 |
|         169 |
|         171 |
|         174 |
|         177 |
|         178 |
|         180 |
|         181 |
|         183 |
|         186 |
|         187 |
|         190 |
|         193 |
|         194 |
|         197 |
|         198 |
|         199 |
|         200 |
|         202 |
|         205 |
|         209 |
|         210 |
|         212 |
|         215 |
|         217 |
|         219 |
|         220 |
|         222 |
|         224 |
|         226 |
|         228 |
|         230 |
|         232 |
|         233 |
|         239 |
|         241 |
|         244 |
|         249 |
|         250 |
|         251 |
|         252 |
|         254 |
|         255 |
|         256 |
|         257 |
|         259 |
|         262 |
|         265 |
|         266 |
|         273 |
|         275 |
|         277 |
|         278 |
|         279 |
|         280 |
|         281 |
|         282 |
|         287 |
|         292 |
|         293 |
|         294 |
|         296 |
|         299 |
|         301 |
|         303 |
|         304 |
|         307 |
|         310 |
|         311 |
|         312 |
|         313 |
|         315 |
|         317 |
|         319 |
|         320 |
|         323 |
|         324 |
|         327 |
|         328 |
|         329 |
|         333 |
|         334 |
|         339 |
|         347 |
|         348 |
|         349 |
|         354 |
|         355 |
|         356 |
|         358 |
|         359 |
|         360 |
|         361 |
|         363 |
|         365 |
|         369 |
|         370 |
|         372 |
|         374 |
|         375 |
|         381 |
|         382 |
|         384 |
|         387 |
|         388 |
|         392 |
|         394 |
|         395 |
|         400 |
|         401 |
|         404 |
|         409 |
|         410 |
|         412 |
|         413 |
|         416 |
|         418 |
|         423 |
|         424 |
|         425 |
|         427 |
|         428 |
|         429 |
|         431 |
|         435 |
|         437 |
|         439 |
|         443 |
|         444 |
|         446 |
|         449 |
|         454 |
|         455 |
|         456 |
|         457 |
|         462 |
|         463 |
|         467 |
|         469 |
|         473 |
|         474 |
|         475 |
|         483 |
|         487 |
|         488 |
|         491 |
|         492 |
|         494 |
|         495 |
|         496 |
|         497 |
|         499 |
|         506 |
|         507 |
